Product Number,Company,Details,Price,Rating,Number of Ratings & Reviews,Link
122,ADIDAS,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,"₹2,093",3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_572&otracker=search&otracker1=search&fm=organic&iid=en_a__9Ph567k2RyoV_MfiVxMFoRYi8BcNfRJCqcuzx81RyeW9YPkEGKqKY7Xn2KRqI7gv-8SmxwH7rwpibaWnmog%3D%3D&ppt=None&ppn=None&ssid=pilq6by20w0000001741796561071&qH=b0a8b6f820479900
123,Sparx,SCORER 6.0 Cricket Shoe For Flexible Grip Size: UK10/ US11/ EU44 Outdoors For Men,₹899,4.1,"1,087 ratings and 76 reviews",https://www.flipkart.com/sg-scorer-6-0-cricket-shoe-flexible-grip-size-uk10-us11-eu44-outdoors-men/p/itmf6bcd55c806d0?pid=SHOGYXTVDGGUHFYY&lid=LSTSHOGYXTVDGGUHFYYFWMUKY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_574&otracker=search&otracker1=search&fm=organic&iid=ae16323a-a187-45ff-890e-5675b2cf92e8.SHOGYXTVDGGUHFYY.SEARCH&ppt=None&ppn=None&ssid=pilq6by20w0000001741796561071&qH=b0a8b6f820479900
124,REEBOK,"Moscow-01 White Loafers,Chunky Shoes Sneakers For Men","₹1,025",3.9,"9,730 ratings and 652 reviews",https://www.flipkart.com/asian-moscow-01-white-loafers-chunky-shoes-sneakers-men/p/itmef265b1e2b6e5?pid=SHOGVF8VGC8PGRGN&lid=LSTSHOGVF8VGC8PGRGNGSDAFC&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_579&otracker=search&otracker1=search&fm=organic&iid=ae16323a-a187-45ff-890e-5675b2cf92e8.SHOGVF8VGC8PGRGN.SEARCH&ppt=None&ppn=None&ssid=pilq6by20w0000001741796561071&qH=b0a8b6f820479900
125,Airson,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹898,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_581&otracker=search&otracker1=search&fm=organic&iid=en_a__9Ph567k2RyoV_MfiVxMFoRYi8BcNfRJCqcuzx81T31Wh2lgCL5e6FSI5G994CSy6BWESRqXuDtcbUiQ-L8A%3D%3D&ppt=None&ppn=None&ssid=pilq6by20w0000001741796561071&qH=b0a8b6f820479900
126,action,"Action Athleo ATG-496 Light Weight,Comfortable,Trendy,Running, Breathable,Gym Running Shoes For Men",₹859,4.1,"1,291 ratings and 82 reviews",https://www.flipkart.com/action-athleo-atg-496-light-weight-comfortable-trendy-running-breathable-gym-running-shoes-men/p/itm9234e9f4ea30c?pid=SHOGR7FSCKFNC5PY&lid=LSTSHOGR7FSCKFNC5PYLOQT2V&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_585&otracker=search&otracker1=search&fm=organic&iid=ae16323a-a187-45ff-890e-5675b2cf92e8.SHOGR7FSCKFNC5PY.SEARCH&ppt=None&ppn=None&ssid=pilq6by20w0000001741796561071&qH=b0a8b6f820479900
127,CAMPUS,"Sports Walking Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men","₹1,950",4.1,"6,436 ratings and 403 reviews",https://www.flipkart.com/red-tape-sports-walking-shoes-men-soft-cushioned-insole-slip-resistance/p/itmb425ffb0817f4?pid=SHOGTMGUFQAFZJNE&lid=LSTSHOGTMGUFQAFZJNERTV7IP&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_590&otracker=search&otracker1=search&fm=organic&iid=ae16323a-a187-45ff-890e-5675b2cf92e8.SHOGTMGUFQAFZJNE.SEARCH&ppt=None&ppn=None&ssid=pilq6by20w0000001741796561071&qH=b0a8b6f820479900
128,Sparx,SL 9036 Walking Shoes For Women,₹549,4.3,"4,918 ratings and 465 reviews",https://www.flipkart.com/sparx-sl-9036-walking-shoes-women/p/itmc25f553b55766?pid=SHOGW8Y7VRVVJEY3&lid=LSTSHOGW8Y7VRVVJEY32NPK2I&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_593&otracker=search&otracker1=search&fm=organic&iid=ae16323a-a187-45ff-890e-5675b2cf92e8.SHOGW8Y7VRVVJEY3.SEARCH&ppt=None&ppn=None&ssid=pilq6by20w0000001741796561071&qH=b0a8b6f820479900
129,AVANT,"TERMINATOR-01 White Sneakers,Sports,Training,Gym,Walking,Stylish Running Shoes For Men",₹989,4,"28,151 ratings and 2,656 reviews",https://www.flipkart.com/asian-terminator-01-white-sneakers-sports-training-gym-walking-stylish-running-shoes-men/p/itmabf02712960dc?pid=SHOHFZHR95G25BQG&lid=LSTSHOHFZHR95G25BQG6Y82FJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_598&otracker=search&otracker1=search&fm=organic&iid=en_a__9Ph567k2RyoV_MfiVxMFoRYi8BcNfRJCqcuzx81RTUKg6thRgzCtxX6ofuvirYPaHafQoVqcxhu5Bu4qOE68iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=pilq6by20w0000001741796561071&qH=b0a8b6f820479900
130,ADIDAS,GlideEase M Running Shoes For Men,"₹1,514",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=shoes&store=osp&srno=s_16_601&otracker=search&otracker1=search&fm=organic&iid=en_RbomauGfG4Bur7aL9uj8dv1-R2QLPjRrhqbsb_o5s9kRWoqF69IXc9d5DCdgdAgp2XD_bwTtSXIUPfYA8rR5wQ%3D%3D&ppt=None&ppn=None&ssid=2lswxpxr5c0000001741796567225&qH=b0a8b6f820479900
131,action,"Thar-01 White Sneakers,Sports,Training,Gym,Walking,Stylish For Men",₹707,4,"1,13,605 ratings and 10,714 reviews",https://www.flipkart.com/asian-thar-01-white-sneakers-sports-training-gym-walking-stylish-men/p/itm9883ddd8afc2d?pid=SHOGHCHGH6R3DGFZ&lid=LSTSHOGHCHGH6R3DGFZR3VZAO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_16_607&otracker=search&otracker1=search&fm=organic&iid=en_RbomauGfG4Bur7aL9uj8dv1-R2QLPjRrhqbsb_o5s9l7b3CdItbIbIxihFiaKHlXk9DpLwZyHEvK8k2HcbRrT_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2lswxpxr5c0000001741796567225&qH=b0a8b6f820479900
132,REEBOK,FLYLITE SPEEDTHRIVE M Running Shoes For Men,"₹1,344",4,8 ratings and 1 reviews,https://www.flipkart.com/reebok-flylite-speedthrive-m-running-shoes-men/p/itm10d9f7b2b8f0c?pid=SHOH8ZU9FCZEZCDK&lid=LSTSHOH8ZU9FCZEZCDKMCNQWA&marketplace=FLIPKART&q=shoes&store=osp&srno=s_16_613&otracker=search&otracker1=search&fm=organic&iid=61e2135e-644f-40c9-9a81-a7af7ab7dbbf.SHOH8ZU9FCZEZCDK.SEARCH&ppt=None&ppn=None&ssid=2lswxpxr5c0000001741796567225&qH=b0a8b6f820479900
133,asian,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,626",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_16_617&otracker=search&otracker1=search&fm=organic&iid=en_RbomauGfG4Bur7aL9uj8dv1-R2QLPjRrhqbsb_o5s9npwaTIBIoXJ2KBISvxLqoBtC-YdAZ1vPzqPrb9iD6S4vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2lswxpxr5c0000001741796567225&qH=b0a8b6f820479900
134,DOCTOR EXTRA SOFT,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,₹748,3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_16_622&otracker=search&otracker1=search&fm=organic&iid=en_RbomauGfG4Bur7aL9uj8dv1-R2QLPjRrhqbsb_o5s9mPEtKj2mnJpEMDBLaJiaYsBAlrfzbVJ-XF1P1-wE1D1g%3D%3D&ppt=None&ppn=None&ssid=2lswxpxr5c0000001741796567225&qH=b0a8b6f820479900
135,REEBOK,Killer Premium Sports Gym Walking Running Trending Stylish Running Shoes For Men Running Shoes For Men,"₹1,025",3.7,"1,548 ratings and 85 reviews",https://www.flipkart.com/killer-premium-sports-gym-walking-running-trending-stylish-shoes-men/p/itma13532d540bde?pid=SHOH379VFUG2FDHT&lid=LSTSHOH379VFUG2FDHTKYD1NM&marketplace=FLIPKART&q=shoes&store=osp&srno=s_16_626&otracker=search&otracker1=search&fm=organic&iid=61e2135e-644f-40c9-9a81-a7af7ab7dbbf.SHOH379VFUG2FDHT.SEARCH&ppt=None&ppn=None&ssid=2lswxpxr5c0000001741796567225&qH=b0a8b6f820479900
136,Abros,Sylvain Running Shoes For Men,₹839,4.1,881 ratings and 58 reviews,https://www.flipkart.com/abros-sylvain-running-shoes-men/p/itmdd623d6c7e0c9?pid=SHOH42ABV5BSJRBC&lid=LSTSHOH42ABV5BSJRBCEDCQYY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_16_629&otracker=search&otracker1=search&fm=organic&iid=61e2135e-644f-40c9-9a81-a7af7ab7dbbf.SHOH42ABV5BSJRBC.SEARCH&ppt=None&ppn=None&ssid=2lswxpxr5c0000001741796567225&qH=b0a8b6f820479900
137,Sparx,SM 657 Running Shoes For Men,"₹1,401",4.2,"4,070 ratings and 366 reviews",https://www.flipkart.com/sparx-sm-657-running-shoes-men/p/itmcd531deaa9c20?pid=SHOGFGB3WHMCZFYX&lid=LSTSHOGFGB3WHMCZFYXVWOCQO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_16_633&otracker=search&otracker1=search&fm=organic&iid=61e2135e-644f-40c9-9a81-a7af7ab7dbbf.SHOGFGB3WHMCZFYX.SEARCH&ppt=None&ppn=None&ssid=2lswxpxr5c0000001741796567225&qH=b0a8b6f820479900
138,Zixer,Synthetic Leather Ankle Formal Shoes Men || Office Shoes For Men Latest Stylish || Chukka Boots Men || Party Wear Long Shoes For Men Long Boots Lace Up For Men,₹811,3.8,"11,003 ratings and 937 reviews",https://www.flipkart.com/zixer-synthetic-leather-ankle-formal-shoes-men-office-latest-stylish-chukka-boots-party-wear-long-lace-up/p/itm8fc2a53d890e7?pid=SHOG6X8PACN73ZZJ&lid=LSTSHOG6X8PACN73ZZJDLAX6E&marketplace=FLIPKART&q=shoes&store=osp&srno=s_16_637&otracker=search&otracker1=search&fm=organic&iid=en_RbomauGfG4Bur7aL9uj8dv1-R2QLPjRrhqbsb_o5s9l0Lgz9BTPIVnD667oI3Z7F60ZTjK3jZLrpE9tqXLayVw%3D%3D&ppt=None&ppn=None&ssid=2lswxpxr5c0000001741796567225&qH=b0a8b6f820479900
139,ADIDAS,GlideEase M Running Shoes For Men,"₹1,514",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=shoes&store=osp&srno=s_17_641&otracker=search&otracker1=search&fm=organic&iid=en_11dDY_igMEJUqNypcI8A-862kLChhEJx-KqFsPvyXLQMmT02RZOu8VjeiN3-a0dZ2XD_bwTtSXIUPfYA8rR5wQ%3D%3D&ppt=None&ppn=None&ssid=mdu7zeskps0000001741796572831&qH=b0a8b6f820479900
140,CAMPUS,Good Vibes Sneakers For Men,₹822,4.1,"12,503 ratings and 774 reviews",https://www.flipkart.com/atom-good-vibes-sneakers-men/p/itmb31f66aabce79?pid=SHOGHYV7DMWZNC9X&lid=LSTSHOGHYV7DMWZNC9XHPCIFX&marketplace=FLIPKART&q=shoes&store=osp&srno=s_17_646&otracker=search&otracker1=search&fm=organic&iid=e9461608-c30d-463a-b59c-35244a6b25e2.SHOGHYV7DMWZNC9X.SEARCH&ppt=None&ppn=None&ssid=mdu7zeskps0000001741796572831&qH=b0a8b6f820479900
141,asian,Casuals For Men,"₹1,574",4.1,710 ratings and 55 reviews,https://www.flipkart.com/woodland-casuals-men/p/itm80580bfd11548?pid=SHOGPC5QRNUXFHHW&lid=LSTSHOGPC5QRNUXFHHWRQZPX2&marketplace=FLIPKART&q=shoes&store=osp&srno=s_17_650&otracker=search&otracker1=search&fm=organic&iid=e9461608-c30d-463a-b59c-35244a6b25e2.SHOGPC5QRNUXFHHW.SEARCH&ppt=None&ppn=None&ssid=mdu7zeskps0000001741796572831&qH=b0a8b6f820479900
142,LIBERTY,Fortune ECO-02E Non Lacing Slip on Formal Shoes | Soft & Comfortable TPR Sole Oxford For Men,₹804,4,"1,387 ratings and 114 reviews",https://www.flipkart.com/liberty-fortune-eco-02e-non-lacing-slip-formal-shoes-soft-comfortable-tpr-sole-oxford-men/p/itm33d96f3812572?pid=SHOGQ9HZBMKYBH4Q&lid=LSTSHOGQ9HZBMKYBH4QOPEAZV&marketplace=FLIPKART&q=shoes&store=osp&srno=s_17_653&otracker=search&otracker1=search&fm=organic&iid=e9461608-c30d-463a-b59c-35244a6b25e2.SHOGQ9HZBMKYBH4Q.SEARCH&ppt=None&ppn=None&ssid=mdu7zeskps0000001741796572831&qH=b0a8b6f820479900
143,asian,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,626",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_17_657&otracker=search&otracker1=search&fm=organic&iid=en_11dDY_igMEJUqNypcI8A-862kLChhEJx-KqFsPvyXLTvlkxhDWtXak6oFXVf7a3xtC-YdAZ1vPzqPrb9iD6S4vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=mdu7zeskps0000001741796572831&qH=b0a8b6f820479900
144,DOCTOR EXTRA SOFT,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,₹748,3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_17_662&otracker=search&otracker1=search&fm=organic&iid=en_11dDY_igMEJUqNypcI8A-862kLChhEJx-KqFsPvyXLTgfkkl1OdmT4fv7Az-NS7NBAlrfzbVJ-XF1P1-wE1D1g%3D%3D&ppt=None&ppn=None&ssid=mdu7zeskps0000001741796572831&qH=b0a8b6f820479900
145,CAMPUS,SL 194 Running Shoes For Women,"₹1,116",4.2,"6,285 ratings and 373 reviews",https://www.flipkart.com/sparx-sl-194-running-shoes-women/p/itm519afe456ac85?pid=SHOGYJGZGZZSZMAQ&lid=LSTSHOGYJGZGZZSZMAQAFXMU2&marketplace=FLIPKART&q=shoes&store=osp&srno=s_17_668&otracker=search&otracker1=search&fm=organic&iid=en_11dDY_igMEJUqNypcI8A-862kLChhEJx-KqFsPvyXLRMB7vD3_T0Aot-o68IYxpLplUNv1k6qG6C-PbEtpPnBX3Gaq_wzx4HJysDmGalzMk%3D&ppt=None&ppn=None&ssid=mdu7zeskps0000001741796572831&qH=b0a8b6f820479900
146,RED CHIEF,Smash Comfort Casuals For Men,"₹2,063",4.1,"1,556 ratings and 89 reviews",https://www.flipkart.com/puma-smash-comfort-casuals-men/p/itma26a0d242552a?pid=SHOH28GUZVGP3YZN&lid=LSTSHOH28GUZVGP3YZNBGBP5I&marketplace=FLIPKART&q=shoes&store=osp&srno=s_17_670&otracker=search&otracker1=search&fm=organic&iid=e9461608-c30d-463a-b59c-35244a6b25e2.SHOH28GUZVGP3YZN.SEARCH&ppt=None&ppn=None&ssid=mdu7zeskps0000001741796572831&qH=b0a8b6f820479900
147,RED TAPE,Sneakers For Men,"₹1,379",3.9,"5,295 ratings and 488 reviews",https://www.flipkart.com/red-tape-sneakers-men/p/itm47db374ce16f5?pid=SHOGGWWHNFPBGARE&lid=LSTSHOGGWWHNFPBGAREHVKG6V&marketplace=FLIPKART&q=shoes&store=osp&srno=s_17_675&otracker=search&otracker1=search&fm=organic&iid=e9461608-c30d-463a-b59c-35244a6b25e2.SHOGGWWHNFPBGARE.SEARCH&ppt=None&ppn=None&ssid=mdu7zeskps0000001741796572831&qH=b0a8b6f820479900
148,Zixer,Synthetic Leather Ankle Formal Shoes Men || Office Shoes For Men Latest Stylish || Chukka Boots Men || Party Wear Long Shoes For Men Long Boots Lace Up For Men,₹811,3.8,"11,003 ratings and 937 reviews",https://www.flipkart.com/zixer-synthetic-leather-ankle-formal-shoes-men-office-latest-stylish-chukka-boots-party-wear-long-lace-up/p/itm8fc2a53d890e7?pid=SHOG6X8PACN73ZZJ&lid=LSTSHOG6X8PACN73ZZJDLAX6E&marketplace=FLIPKART&q=shoes&store=osp&srno=s_17_677&otracker=search&otracker1=search&fm=organic&iid=en_11dDY_igMEJUqNypcI8A-862kLChhEJx-KqFsPvyXLRS5DhWOLVCI0FUDu6ibDx760ZTjK3jZLrpE9tqXLayVw%3D%3D&ppt=None&ppn=None&ssid=mdu7zeskps0000001741796572831&qH=b0a8b6f820479900
149,ADIDAS,ExcelCourt M Basketball Shoes For Men,"₹2,175",4.1,"14,236 ratings and 933 reviews",https://www.flipkart.com/adidas-excelcourt-m-basketball-shoes-men/p/itmb29d48d3af202?pid=SHOGA5F6Y3CKPBDM&lid=LSTSHOGA5F6Y3CKPBDMUD9VWY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_18_681&otracker=search&otracker1=search&fm=organic&iid=en_33D0_WoWFbQxya_le6Sa-gSXMxV2ikEkHD8od1C_DJ2G3hPEJdNMLdqXK2IECKdhaW-jY1K6IgP7FDTceV8RSQ%3D%3D&ppt=None&ppn=None&ssid=jg4t02nb0w0000001741796579271&qH=b0a8b6f820479900
150,PUMA,WINSTON-N Running Shoes For Men,"₹1,900",4.2,662 ratings and 40 reviews,https://www.flipkart.com/abros-winston-n-running-shoes-men/p/itma77d4d1f156f7?pid=SHOGNGZQNZ6J6SYH&lid=LSTSHOGNGZQNZ6J6SYH0DI4JZ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_18_686&otracker=search&otracker1=search&fm=organic&iid=d6a032d7-46da-496e-88bd-4b18b9984a93.SHOGNGZQNZ6J6SYH.SEARCH&ppt=None&ppn=None&ssid=jg4t02nb0w0000001741796579271&qH=b0a8b6f820479900
151,ADIDAS,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,"₹3,640",3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_18_692&otracker=search&otracker1=search&fm=organic&iid=en_33D0_WoWFbQxya_le6Sa-gSXMxV2ikEkHD8od1C_DJ1lL1yg5Pry6Pve9nSeKLd_7gv-8SmxwH7rwpibaWnmog%3D%3D&ppt=None&ppn=None&ssid=jg4t02nb0w0000001741796579271&qH=b0a8b6f820479900
152,DSC,"Tarzan-01 White Sneakers,Casuals,Walking,Stylish Extra Comfort Sneakers For Men",₹890,3.8,"4,196 ratings and 296 reviews",https://www.flipkart.com/asian-tarzan-01-white-sneakers-casuals-walking-stylish-extra-comfort-sneakers-men/p/itm68ce6065ddcf0?pid=SHOGQ43GECXVCMYF&lid=LSTSHOGQ43GECXVCMYFHZA8L0&marketplace=FLIPKART&q=shoes&store=osp&srno=s_18_695&otracker=search&otracker1=search&fm=organic&iid=d6a032d7-46da-496e-88bd-4b18b9984a93.SHOGQ43GECXVCMYF.SEARCH&ppt=None&ppn=None&ssid=jg4t02nb0w0000001741796579271&qH=b0a8b6f820479900
153,Airson,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹898,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_18_701&otracker=search&otracker1=search&fm=organic&iid=en_33D0_WoWFbQxya_le6Sa-gSXMxV2ikEkHD8od1C_DJ1pF4Rjk1VD0bCnXjve8pfWSy6BWESRqXuDtcbUiQ-L8A%3D%3D&ppt=None&ppn=None&ssid=jg4t02nb0w0000001741796579271&qH=b0a8b6f820479900
154,asian,Base X M Running Shoes For Men,₹657,4.1,982 ratings and 68 reviews,https://www.flipkart.com/adidas-base-x-m-running-shoes-men/p/itm638a196ccf479?pid=SHOH3CHXWAFHYURA&lid=LSTSHOH3CHXWAFHYURADDWRDE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_18_710&otracker=search&otracker1=search&fm=organic&iid=d6a032d7-46da-496e-88bd-4b18b9984a93.SHOH3CHXWAFHYURA.SEARCH&ppt=None&ppn=None&ssid=jg4t02nb0w0000001741796579271&qH=b0a8b6f820479900
155,CAMPUS,SkateCat Ride Sneakers For Men,"₹1,368",4.1,858 ratings and 52 reviews,https://www.flipkart.com/puma-skatecat-ride-sneakers-men/p/itmb140552d2c714?pid=SHOH33SEYV9ZHNX6&lid=LSTSHOH33SEYV9ZHNX6FCUVKA&marketplace=FLIPKART&q=shoes&store=osp&srno=s_18_714&otracker=search&otracker1=search&fm=organic&iid=d6a032d7-46da-496e-88bd-4b18b9984a93.SHOH33SEYV9ZHNX6.SEARCH&ppt=None&ppn=None&ssid=jg4t02nb0w0000001741796579271&qH=b0a8b6f820479900
156,AVANT,Vector Outdoor Sports Shoes with Enhanced Grip TPR Outsole & Laces Running Shoes Running Shoes For Men,"₹1,079",3.9,521 ratings and 28 reviews,https://www.flipkart.com/avant-vector-outdoor-sports-shoes-enhanced-grip-tpr-outsole-laces-running-men/p/itma2649cdb1f4be?pid=SHOGYCGW72VAK6TQ&lid=LSTSHOGYCGW72VAK6TQ9YQZVF&marketplace=FLIPKART&q=shoes&store=osp&srno=s_18_717&otracker=search&otracker1=search&fm=organic&iid=en_33D0_WoWFbQxya_le6Sa-gSXMxV2ikEkHD8od1C_DJ3_f4m0tBeLpA7ududIZKo18L7LWr8Wbn0vP0E59xH3ikhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=jg4t02nb0w0000001741796579271&qH=b0a8b6f820479900
157,ADIDAS,GlideEase M Running Shoes For Men,"₹1,514",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=shoes&store=osp&srno=s_19_721&otracker=search&otracker1=search&fm=organic&iid=en_46trfbleaNTq2LkzIZKFhAmXNlSn7AQJsBghd1mdoyBxYgpPYbgqf5RRspOLFMcu2XD_bwTtSXIUPfYA8rR5wQ%3D%3D&ppt=None&ppn=None&ssid=0i0kfupv000000001741796585344&qH=b0a8b6f820479900
158,asian,Superstar-01 Mid top sneaker light weight Training & Gym Shoes For Men,"₹1,626",4.1,"6,550 ratings and 476 reviews",https://www.flipkart.com/asian-superstar-01-mid-top-sneaker-light-weight-training-gym-shoes-men/p/itm8f41fe883ad44?pid=SHOGVYM9BMZFQQ3B&lid=LSTSHOGVYM9BMZFQQ3BYODAJS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_19_725&otracker=search&otracker1=search&fm=organic&iid=40dd4bba-24f4-4002-9c85-8cdd3f0ab2d8.SHOGVYM9BMZFQQ3B.SEARCH&ppt=None&ppn=None&ssid=0i0kfupv000000001741796585344&qH=b0a8b6f820479900
159,Paragon,Black Formal Shoes |Durable|Comfortable|Office Wear Slip On For Men,₹599,No Rating,"5,651 ratings and 546 reviews",https://www.flipkart.com/paragon-black-formal-shoes-durable-comfortable-office-wear-slip-men/p/itmb645241ddf7b4?pid=SHOG7ZMGRNNBFZU6&lid=LSTSHOG7ZMGRNNBFZU6HQCPUI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_19_729&otracker=search&otracker1=search&fm=organic&iid=40dd4bba-24f4-4002-9c85-8cdd3f0ab2d8.SHOG7ZMGRNNBFZU6.SEARCH&ppt=None&ppn=None&ssid=0i0kfupv000000001741796585344&qH=b0a8b6f820479900
160,KILLER,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,₹674,3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_19_737&otracker=search&otracker1=search&fm=organic&iid=en_46trfbleaNTq2LkzIZKFhAmXNlSn7AQJsBghd1mdoyBBqevPDCKxjuOlqRcTUN88n1jlezhbVDzVnHFhv56rww%3D%3D&ppt=None&ppn=None&ssid=0i0kfupv000000001741796585344&qH=b0a8b6f820479900
161,Airson,Hyper Speed 4 Running Shoes For Men,₹998,4.5,52 ratings and 7 reviews,https://www.flipkart.com/asics-hyper-speed-4-running-shoes-men/p/itm79c359c592152?pid=SHOH7UW3ZGWBVTS4&lid=LSTSHOH7UW3ZGWBVTS42LTIRO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_19_742&otracker=search&otracker1=search&fm=organic&iid=en_46trfbleaNTq2LkzIZKFhAmXNlSn7AQJsBghd1mdoyDcs2UEQiBE_VQEE9NtFCjy95EbihEkVVf5u9VsJm2x8YE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=0i0kfupv000000001741796585344&qH=b0a8b6f820479900
