Product Number,Company,Details,Price,Rating,Number of Ratings & Reviews,Link
42,asian,"Sneaker For Men| Soft Cushioned Insole, Slip-Resistance Training & Gym Shoes Running Shoes For Men","₹1,299",4,"3,878 ratings and 255 reviews",https://www.flipkart.com/asian-sneaker-men-soft-cushioned-insole-slip-resistance-training-gym-shoes-running-men/p/itma7cf67f1e9e36?pid=SHOH4MEKMPJQETTU&lid=LSTSHOH4MEKMPJQETTUEERI77&marketplace=FLIPKART&q=shoes&store=osp&srno=s_5_185&otracker=search&otracker1=search&fm=organic&iid=4a07d2a1-f7b4-47c8-8795-a773fbfdd548.SHOH4MEKMPJQETTU.SEARCH&ppt=None&ppn=None&ssid=lud23jrsk00000001741796507382&qH=b0a8b6f820479900
43,TWIN TOES,Stylish Sneakers For Women,₹499,4.2,"26,078 ratings and 2,712 reviews",https://www.flipkart.com/twin-toes-stylish-sneakers-women/p/itme56395b9ba216?pid=SHOGYFG7YTD4C22C&lid=LSTSHOGYFG7YTD4C22CMTBNFO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_5_189&otracker=search&otracker1=search&fm=organic&iid=4a07d2a1-f7b4-47c8-8795-a773fbfdd548.SHOGYFG7YTD4C22C.SEARCH&ppt=None&ppn=None&ssid=lud23jrsk00000001741796507382&qH=b0a8b6f820479900
44,HRX by Hrithik Roshan,Running Shoes For Men,₹725,4.3,121 ratings and 14 reviews,https://www.flipkart.com/hrx-hrithik-roshan-running-shoes-men/p/itm771d6bc51bd99?pid=SHOHFKFHA6E7MEFW&lid=LSTSHOHFKFHA6E7MEFWN8BXZY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_5_193&otracker=search&otracker1=search&fm=organic&iid=4a07d2a1-f7b4-47c8-8795-a773fbfdd548.SHOHFKFHA6E7MEFW.SEARCH&ppt=None&ppn=None&ssid=lud23jrsk00000001741796507382&qH=b0a8b6f820479900
45,AVANT,Sigma Slip-On Antislip Walking shoes without Laces with durable TPR outsoles Walking Shoes For Men,₹989,4.1,"1,163 ratings and 87 reviews",https://www.flipkart.com/avant-sigma-slip-on-antislip-walking-shoes-without-laces-durable-tpr-outsoles-men/p/itm1c0be926f55e9?pid=SHOGWMGKGJQ2S9BQ&lid=LSTSHOGWMGKGJQ2S9BQYWXJKZ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_5_197&otracker=search&otracker1=search&fm=organic&iid=en_mtZEJduvSQwOFvvviArmmUs-NTl2MoguYjaIwYbNjFrE1No_W9i8De1Qtk48oPc6NxFoYFPZHuS3XQmqtF7SB68iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=lud23jrsk00000001741796507382&qH=b0a8b6f820479900
46,ADIDAS,GlideEase M Running Shoes For Men,"₹1,514",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=shoes&store=osp&srno=s_6_201&otracker=search&otracker1=search&fm=organic&iid=en_eQ1cLmX1J51Ki4zQawQNZtepeElsqkwJ9oe8XB0T5Pc3dgeirtr146YBNQmPcchM2XD_bwTtSXIUPfYA8rR5wQ%3D%3D&ppt=None&ppn=None&ssid=egkkgu2khs0000001741796513550&qH=b0a8b6f820479900
47,RED TAPE,"Thar-01 White Sneakers,Sports,Training,Gym,Walking,Stylish For Men","₹1,205",4,"1,13,605 ratings and 10,714 reviews",https://www.flipkart.com/asian-thar-01-white-sneakers-sports-training-gym-walking-stylish-men/p/itm9883ddd8afc2d?pid=SHOGHCHGH6R3DGFZ&lid=LSTSHOGHCHGH6R3DGFZR3VZAO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_6_207&otracker=search&otracker1=search&fm=organic&iid=en_eQ1cLmX1J51Ki4zQawQNZtepeElsqkwJ9oe8XB0T5Pd5w8g-CClrewwtDhExG7Cqk9DpLwZyHEvK8k2HcbRrT_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=egkkgu2khs0000001741796513550&qH=b0a8b6f820479900
48,asian,Casual Sneakers Shoes For Men Mexico-11 Sneakers For Men,₹949,3.8,"16,705 ratings and 1,089 reviews",https://www.flipkart.com/asian-casual-sneakers-shoes-men-mexico-11/p/itmf8267d6dd6e55?pid=SHOHFDJUNBJXWHSZ&lid=LSTSHOHFDJUNBJXWHSZYIZDXA&marketplace=FLIPKART&q=shoes&store=osp&srno=s_6_209&otracker=search&otracker1=search&fm=organic&iid=ffc4ba44-068b-458b-a3f8-e34fa0b00a16.SHOHFDJUNBJXWHSZ.SEARCH&ppt=None&ppn=None&ssid=egkkgu2khs0000001741796513550&qH=b0a8b6f820479900
49,HRX by Hrithik Roshan,HRX-001 05 Running Shoes For Men,"₹1,058",4.1,"27,079 ratings and 1,951 reviews",https://www.flipkart.com/hrx-hrithik-roshan-hrx-001-05-running-shoes-men/p/itmb1c8d52b14e57?pid=SHOGR5RYFU5HFVSH&lid=LSTSHOGR5RYFU5HFVSHPDXNFH&marketplace=FLIPKART&q=shoes&store=osp&srno=s_6_213&otracker=search&otracker1=search&fm=organic&iid=ffc4ba44-068b-458b-a3f8-e34fa0b00a16.SHOGR5RYFU5HFVSH.SEARCH&ppt=None&ppn=None&ssid=egkkgu2khs0000001741796513550&qH=b0a8b6f820479900
50,asian,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,626",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_6_217&otracker=search&otracker1=search&fm=organic&iid=en_eQ1cLmX1J51Ki4zQawQNZtepeElsqkwJ9oe8XB0T5Pe907pwO1GdX6_285bXfURXtC-YdAZ1vPzqPrb9iD6S4vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=egkkgu2khs0000001741796513550&qH=b0a8b6f820479900
51,KILLER,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,₹674,3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_6_221&otracker=search&otracker1=search&fm=organic&iid=en_eQ1cLmX1J51Ki4zQawQNZtepeElsqkwJ9oe8XB0T5PeuIj8F_xXK7R4a4o2Bg4zRcUIAsIgl6YzeWtlE_TMGRQ%3D%3D&ppt=None&ppn=None&ssid=egkkgu2khs0000001741796513550&qH=b0a8b6f820479900
52,SG,Hyper Speed 4 Running Shoes For Men,"₹1,047",4.5,52 ratings and 7 reviews,https://www.flipkart.com/asics-hyper-speed-4-running-shoes-men/p/itm79c359c592152?pid=SHOH7UW3ZGWBVTS4&lid=LSTSHOH7UW3ZGWBVTS42LTIRO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_6_228&otracker=search&otracker1=search&fm=organic&iid=en_eQ1cLmX1J51Ki4zQawQNZtepeElsqkwJ9oe8XB0T5Pdl_Q4n92sAuQVcKMvJ3sAb95EbihEkVVf5u9VsJm2x8UKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=egkkgu2khs0000001741796513550&qH=b0a8b6f820479900
53,RED TAPE,ETPU Athleisure Shoes for Men | Cultured Round-Toe Shape & Cushioning Technology Walking Shoes For Men,"₹1,475",4.1,510 ratings and 36 reviews,https://www.flipkart.com/red-tape-etpu-athleisure-shoes-men-cultured-round-toe-shape-cushioning-technology-walking/p/itm2f95f91d9fb2d?pid=SHOH7PBPKRTDDGGM&lid=LSTSHOH7PBPKRTDDGGMFBUUTP&marketplace=FLIPKART&q=shoes&store=osp&srno=s_6_229&otracker=search&otracker1=search&fm=organic&iid=ffc4ba44-068b-458b-a3f8-e34fa0b00a16.SHOH7PBPKRTDDGGM.SEARCH&ppt=None&ppn=None&ssid=egkkgu2khs0000001741796513550&qH=b0a8b6f820479900
54,ADIDAS,RACER TR23 Casuals For Men,"₹1,771",4.1,"1,228 ratings and 93 reviews",https://www.flipkart.com/adidas-racer-tr23-casuals-men/p/itme8fbf71eb9ac7?pid=SHOGZT5YW3SACJFY&lid=LSTSHOGZT5YW3SACJFY3RUAEB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_6_238&otracker=search&otracker1=search&fm=organic&iid=en_eQ1cLmX1J51Ki4zQawQNZtepeElsqkwJ9oe8XB0T5PdQYBiJe_Q4wXxTFR8uJ2BlHaJl67uICxw25U_Tv7tGFmVkv0XZFiOX7bbXdlao_f8%3D&ppt=None&ppn=None&ssid=egkkgu2khs0000001741796513550&qH=b0a8b6f820479900
55,ADIDAS,ExcelCourt M Basketball Shoes For Men,"₹2,175",4.1,"14,236 ratings and 933 reviews",https://www.flipkart.com/adidas-excelcourt-m-basketball-shoes-men/p/itmb29d48d3af202?pid=SHOGA5F6Y3CKPBDM&lid=LSTSHOGA5F6Y3CKPBDMUD9VWY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_241&otracker=search&otracker1=search&fm=organic&iid=en_vjmTxPSt_F6o2RXH9gJIdm0AGUbuXDj4MavG0yYTTzjwM82cCdIup_kWm9u_gpk7aW-jY1K6IgP7FDTceV8RSQ%3D%3D&ppt=None&ppn=None&ssid=n2bsvpvmsg0000001741796520125&qH=b0a8b6f820479900
56,RED TAPE,22508-Olive Eva Walking Shoes For Men,"₹1,151",4,"41,749 ratings and 3,090 reviews",https://www.flipkart.com/killer-22508-olive-eva-walking-shoes-men/p/itmc3455a60e6d30?pid=SHOGZCRZ2FGEBHRN&lid=LSTSHOGZCRZ2FGEBHRNJQR7BJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_246&otracker=search&otracker1=search&fm=organic&iid=f02b971c-a5c5-4a85-864e-32dd0165b8e6.SHOGZCRZ2FGEBHRN.SEARCH&ppt=None&ppn=None&ssid=n2bsvpvmsg0000001741796520125&qH=b0a8b6f820479900
57,PUMA,BLOCKZ SNEAKER Sneakers For Men,"₹2,880",4.2,184 ratings and 22 reviews,https://www.flipkart.com/adidas-blockz-sneaker-sneakers-men/p/itmd2c14f361bc48?pid=SHOH88YG6NXTN2ZN&lid=LSTSHOH88YG6NXTN2ZNCDV3U7&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_254&otracker=search&otracker1=search&fm=organic&iid=f02b971c-a5c5-4a85-864e-32dd0165b8e6.SHOH88YG6NXTN2ZN.SEARCH&ppt=None&ppn=None&ssid=n2bsvpvmsg0000001741796520125&qH=b0a8b6f820479900
58,KILLER,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,₹674,3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_257&otracker=search&otracker1=search&fm=organic&iid=en_vjmTxPSt_F6o2RXH9gJIdm0AGUbuXDj4MavG0yYTTzhH8DWpjmI7MLIvGdL6ogTUJC4gGPWsNNlDBgcEj4Oe1w%3D%3D&ppt=None&ppn=None&ssid=n2bsvpvmsg0000001741796520125&qH=b0a8b6f820479900
59,Airson,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹898,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_261&otracker=search&otracker1=search&fm=organic&iid=en_vjmTxPSt_F6o2RXH9gJIdm0AGUbuXDj4MavG0yYTTzhRONJU2gsirqWxTPSpK4bJSy6BWESRqXuDtcbUiQ-L8A%3D%3D&ppt=None&ppn=None&ssid=n2bsvpvmsg0000001741796520125&qH=b0a8b6f820479900
60,RGY,"Stylish Comfortable Lightweight, Breathable Socks Sports Walking Shoes For Men Walking Shoes For Men",₹482,4,"4,762 ratings and 249 reviews",https://www.flipkart.com/rgy-stylish-comfortable-lightweight-breathable-socks-sports-walking-shoes-men/p/itmd3e59fae64bf6?pid=SHOGUDHUPBXGHPRY&lid=LSTSHOGUDHUPBXGHPRYSKFO7L&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_265&otracker=search&otracker1=search&fm=organic&iid=f02b971c-a5c5-4a85-864e-32dd0165b8e6.SHOGUDHUPBXGHPRY.SEARCH&ppt=None&ppn=None&ssid=n2bsvpvmsg0000001741796520125&qH=b0a8b6f820479900
61,AVANT,Vector Outdoor Sports Shoes with Enhanced Grip TPR Outsole & Laces Running Shoes Running Shoes For Men,"₹1,079",3.9,521 ratings and 28 reviews,https://www.flipkart.com/avant-vector-outdoor-sports-shoes-enhanced-grip-tpr-outsole-laces-running-men/p/itma2649cdb1f4be?pid=SHOGYCGW72VAK6TQ&lid=LSTSHOGYCGW72VAK6TQ9YQZVF&marketplace=FLIPKART&q=shoes&store=osp&srno=s_7_277&otracker=search&otracker1=search&fm=organic&iid=en_vjmTxPSt_F6o2RXH9gJIdm0AGUbuXDj4MavG0yYTTziHXtg1Oi2jqJ-ZCHhE8pBs8L7LWr8Wbn0vP0E59xH3ikhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=n2bsvpvmsg0000001741796520125&qH=b0a8b6f820479900
62,ADIDAS,ExcelCourt M Basketball Shoes For Men,"₹2,175",4.1,"14,236 ratings and 933 reviews",https://www.flipkart.com/adidas-excelcourt-m-basketball-shoes-men/p/itmb29d48d3af202?pid=SHOGA5F6Y3CKPBDM&lid=LSTSHOGA5F6Y3CKPBDMUD9VWY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_281&otracker=search&otracker1=search&fm=organic&iid=en_pS1u4aOHr0IvrP5eIzN93WzdUvWxiaza54x1lStpWecJXmsOXn6W_HEDoVKaT3XWaW-jY1K6IgP7FDTceV8RSQ%3D%3D&ppt=None&ppn=None&ssid=kdlgok769c0000001741796524482&qH=b0a8b6f820479900
63,action,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men",₹492,4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_288&otracker=search&otracker1=search&fm=organic&iid=en_pS1u4aOHr0IvrP5eIzN93WzdUvWxiaza54x1lStpWecD89Zk5dYRoyWRdAEzjDEBzxl4ZQJFcjZlA0tH0L6ipPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kdlgok769c0000001741796524482&qH=b0a8b6f820479900
64,HRX by Hrithik Roshan,HRX-147 03 Running Shoes For Women,"₹1,176",4,111 ratings and 10 reviews,https://www.flipkart.com/hrx-hrithik-roshan-hrx-147-03-running-shoes-women/p/itm5aeb9b2b71f80?pid=SHOGYGBJVY6FDG5H&lid=LSTSHOGYGBJVY6FDG5H7V0XOC&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_289&otracker=search&otracker1=search&fm=organic&iid=88629c21-757f-41d8-a5d4-13d79b107b7d.SHOGYGBJVY6FDG5H.SEARCH&ppt=None&ppn=None&ssid=kdlgok769c0000001741796524482&qH=b0a8b6f820479900
65,KILLER,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,₹674,No Rating,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_297&otracker=search&otracker1=search&fm=organic&iid=en_pS1u4aOHr0IvrP5eIzN93WzdUvWxiaza54x1lStpWeeiX71XpKslrK4Ubw1LoCGqJC4gGPWsNNlDBgcEj4Oe1w%3D%3D&ppt=None&ppn=None&ssid=kdlgok769c0000001741796524482&qH=b0a8b6f820479900
66,Airson,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹898,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_301&otracker=search&otracker1=search&fm=organic&iid=en_pS1u4aOHr0IvrP5eIzN93WzdUvWxiaza54x1lStpWedhkKiGKQD76ZPYFyYTLHzmSy6BWESRqXuDtcbUiQ-L8A%3D%3D&ppt=None&ppn=None&ssid=kdlgok769c0000001741796524482&qH=b0a8b6f820479900
67,PUMA,Running Shoes For Men,"₹1,017",4.1,"19,622 ratings and 1,452 reviews",https://www.flipkart.com/asian-running-shoes-men/p/itm39d8fae60067d?pid=SHOGD3ATMS4YF24G&lid=LSTSHOGD3ATMS4YF24GND3KOU&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_315&otracker=search&otracker1=search&fm=organic&iid=88629c21-757f-41d8-a5d4-13d79b107b7d.SHOGD3ATMS4YF24G.SEARCH&ppt=None&ppn=None&ssid=kdlgok769c0000001741796524482&qH=b0a8b6f820479900
68,AVANT,Vector Outdoor Sports Shoes with Enhanced Grip TPR Outsole & Laces Running Shoes Running Shoes For Men,"₹1,079",3.9,521 ratings and 28 reviews,https://www.flipkart.com/avant-vector-outdoor-sports-shoes-enhanced-grip-tpr-outsole-laces-running-men/p/itma2649cdb1f4be?pid=SHOGYCGW72VAK6TQ&lid=LSTSHOGYCGW72VAK6TQ9YQZVF&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_317&otracker=search&otracker1=search&fm=organic&iid=en_pS1u4aOHr0IvrP5eIzN93WzdUvWxiaza54x1lStpWednTr05QSKHvHWqRspY92188L7LWr8Wbn0vP0E59xH3ikhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=kdlgok769c0000001741796524482&qH=b0a8b6f820479900
69,ADIDAS,GlideEase M Running Shoes For Men,"₹1,514",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_321&otracker=search&otracker1=search&fm=organic&iid=en_7-WQwn1bApttDlnwHONoNDs2qsZOds-ac0aAwwg4SKe_vylri-Uw42ud4HMoU1Nc2XD_bwTtSXIUPfYA8rR5wQ%3D%3D&ppt=None&ppn=None&ssid=4la9ghgixs0000001741796528786&qH=b0a8b6f820479900
70,PUMA,Dwane IDP Casuals For Men,"₹2,879",4.2,"1,10,177 ratings and 11,365 reviews",https://www.flipkart.com/puma-dwane-idp-casuals-men/p/itmfhusedzvdjwhe?pid=SHOFHURGMTVQ7CVW&lid=LSTSHOFHURGMTVQ7CVWJ1CUUD&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_326&otracker=search&otracker1=search&fm=organic&iid=b1a0e513-124e-4516-99bd-0a2dceb96bbb.SHOFHURGMTVQ7CVW.SEARCH&ppt=None&ppn=None&ssid=4la9ghgixs0000001741796528786&qH=b0a8b6f820479900
71,RED TAPE,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,115",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_331&otracker=search&otracker1=search&fm=organic&iid=en_7-WQwn1bApttDlnwHONoNDs2qsZOds-ac0aAwwg4SKdrsZ_7l-2yL9RghrySswxotjdhLHmPBAxBD_taqEtYq_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=4la9ghgixs0000001741796528786&qH=b0a8b6f820479900
72,RED TAPE,Puma Alfarun Hyperwave Sneakers For Men,"₹1,349",4.1,"2,507 ratings and 162 reviews",https://www.flipkart.com/puma-alfarun-hyperwave-sneakers-men/p/itma0cc33b0b33cc?pid=SHOGVCWKUWUYXBZB&lid=LSTSHOGVCWKUWUYXBZBP8WEZT&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_334&otracker=search&otracker1=search&fm=organic&iid=b1a0e513-124e-4516-99bd-0a2dceb96bbb.SHOGVCWKUWUYXBZB.SEARCH&ppt=None&ppn=None&ssid=4la9ghgixs0000001741796528786&qH=b0a8b6f820479900
73,Sparx,SL 194 Running Shoes For Women,₹769,4.2,"6,285 ratings and 373 reviews",https://www.flipkart.com/sparx-sl-194-running-shoes-women/p/itm519afe456ac85?pid=SHOGYJGZGZZSZMAQ&lid=LSTSHOGYJGZGZZSZMAQAFXMU2&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_337&otracker=search&otracker1=search&fm=organic&iid=en_7-WQwn1bApttDlnwHONoNDs2qsZOds-ac0aAwwg4SKcvCqcVVfd8ImS_KGSE8-nks4Ir_OWWuPCu8X-6NzWiuvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=4la9ghgixs0000001741796528786&qH=b0a8b6f820479900
74,Airson,Hyper Speed 4 Running Shoes For Men,₹998,4.5,52 ratings and 7 reviews,https://www.flipkart.com/asics-hyper-speed-4-running-shoes-men/p/itm79c359c592152?pid=SHOH7UW3ZGWBVTS4&lid=LSTSHOH7UW3ZGWBVTS42LTIRO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_342&otracker=search&otracker1=search&fm=organic&iid=en_7-WQwn1bApttDlnwHONoNDs2qsZOds-ac0aAwwg4SKeVxX8KfYMIt4seD2YQBqRs95EbihEkVVf5u9VsJm2x8YE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=4la9ghgixs0000001741796528786&qH=b0a8b6f820479900
75,U.S. POLO ASSN.,22509-Black Phylon Running Shoes For Men,"₹1,199",4,"51,434 ratings and 5,161 reviews",https://www.flipkart.com/killer-22509-black-phylon-running-shoes-men/p/itm91c8f193c493c?pid=SHOGEABGYSGXYGGD&lid=LSTSHOGEABGYSGXYGGDJPKRRK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_346&otracker=search&otracker1=search&fm=organic&iid=b1a0e513-124e-4516-99bd-0a2dceb96bbb.SHOGEABGYSGXYGGD.SEARCH&ppt=None&ppn=None&ssid=4la9ghgixs0000001741796528786&qH=b0a8b6f820479900
76,ADIDAS,"Casual Sneaker Shoes for Men | Elegantly Rounded Front, Soothing Insole Sneakers For Men","₹1,455",4.2,702 ratings and 48 reviews,https://www.flipkart.com/red-tape-casual-sneaker-shoes-men-elegantly-rounded-front-soothing-insole-sneakers/p/itm182ffbd321607?pid=SHOH3PZ2YHXYYFRC&lid=LSTSHOH3PZ2YHXYYFRCVSBCML&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_350&otracker=search&otracker1=search&fm=organic&iid=b1a0e513-124e-4516-99bd-0a2dceb96bbb.SHOH3PZ2YHXYYFRC.SEARCH&ppt=None&ppn=None&ssid=4la9ghgixs0000001741796528786&qH=b0a8b6f820479900
77,Asics,RX-057 01 Running Shoes For Men,"₹5,999",4.1,"1,059 ratings and 64 reviews",https://www.flipkart.com/hrx-hrithik-roshan-rx-057-01-running-shoes-men/p/itmf00a454720736?pid=SHOGRCHPK8HGYHFE&lid=LSTSHOGRCHPK8HGYHFE2QKNU1&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_359&otracker=search&otracker1=search&fm=organic&iid=b1a0e513-124e-4516-99bd-0a2dceb96bbb.SHOGRCHPK8HGYHFE.SEARCH&ppt=None&ppn=None&ssid=4la9ghgixs0000001741796528786&qH=b0a8b6f820479900
78,ADIDAS,ExcelCourt M Basketball Shoes For Men,"₹2,175",4.1,"14,236 ratings and 933 reviews",https://www.flipkart.com/adidas-excelcourt-m-basketball-shoes-men/p/itmb29d48d3af202?pid=SHOGA5F6Y3CKPBDM&lid=LSTSHOGA5F6Y3CKPBDMUD9VWY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_10_361&otracker=search&otracker1=search&fm=organic&iid=en_S7k_GdJ7KnWY2xW-zttGlR3H92myDRqt-Cw-5Rynpcj0IUEKIoIQvweE8QmbC5AtaW-jY1K6IgP7FDTceV8RSQ%3D%3D&ppt=None&ppn=None&ssid=s2k3ct42qo0000001741796534847&qH=b0a8b6f820479900
79,ATOM,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,299",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_10_368&otracker=search&otracker1=search&fm=organic&iid=en_S7k_GdJ7KnWY2xW-zttGlR3H92myDRqt-Cw-5RynpcizdyFISENL6TR-nGK2840bzxl4ZQJFcjZlA0tH0L6ipPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=s2k3ct42qo0000001741796534847&qH=b0a8b6f820479900
80,CAMPUS,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,"₹1,218",3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_10_372&otracker=search&otracker1=search&fm=organic&iid=en_S7k_GdJ7KnWY2xW-zttGlR3H92myDRqt-Cw-5Rynpcgnfn0IRZHKt6owE1axraTC7gv-8SmxwH7rwpibaWnmog%3D%3D&ppt=None&ppn=None&ssid=s2k3ct42qo0000001741796534847&qH=b0a8b6f820479900
81,Airson,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹898,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_10_381&otracker=search&otracker1=search&fm=organic&iid=en_S7k_GdJ7KnWY2xW-zttGlR3H92myDRqt-Cw-5RynpcgJ_HZKcoHMWov_7mhQ3pJMSy6BWESRqXuDtcbUiQ-L8A%3D%3D&ppt=None&ppn=None&ssid=s2k3ct42qo0000001741796534847&qH=b0a8b6f820479900
