Product Number,Company,Details,Price,Rating,Number of Ratings & Reviews,Link
1,PUMA,Hustle V2 IDP Casuals For Men,"₹2,050",4.1,"1,73,083 ratings and 13,793 reviews",https://www.flipkart.com/puma-hustle-v2-idp-casuals-men/p/itm6c935fe19e8ba?pid=SHOG4JEYSCTZ7CF9&lid=LSTSHOG4JEYSCTZ7CF9R6Q8IX&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=ae496d4e-9be2-4ef8-8ce9-70c57b46c647.SHOG4JEYSCTZ7CF9.SEARCH&ppt=None&ppn=None&ssid=h83az8gkvk0000001741790470129&qH=12daa41359850f83
2,PUMA,Zod Runner V3 IDP Casuals For Men,"₹1,007",4.1,"2,92,741 ratings and 24,087 reviews",https://www.flipkart.com/puma-zod-runner-v3-idp-casuals-men/p/itm3012b84405821?pid=SHOFUFGSYPNG8ZJX&lid=LSTSHOFUFGSYPNG8ZJX12FJTU&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=ae496d4e-9be2-4ef8-8ce9-70c57b46c647.SHOFUFGSYPNG8ZJX.SEARCH&ppt=None&ppn=None&ssid=h83az8gkvk0000001741790470129&qH=12daa41359850f83
3,PUMA,Puma Dryflex IDP Running Shoes For Men,"₹1,700",3.9,"8,690 ratings and 828 reviews",https://www.flipkart.com/puma-dryflex-idp-running-shoes-men/p/itmdca516a8754f6?pid=SHOFNU2WBBFAGQNS&lid=LSTSHOFNU2WBBFAGQNSSSWARZ&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=ae496d4e-9be2-4ef8-8ce9-70c57b46c647.SHOFNU2WBBFAGQNS.SEARCH&ppt=None&ppn=None&ssid=h83az8gkvk0000001741790470129&qH=12daa41359850f83
4,PUMA,Puma Rungryp Sneakers For Men,"₹1,007",4.1,"42,556 ratings and 2,789 reviews",https://www.flipkart.com/puma-rungryp-sneakers-men/p/itm7b4744135bc9c?pid=SHOGQAZDZPHFMMAG&lid=LSTSHOGQAZDZPHFMMAGGYJWCX&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=ae496d4e-9be2-4ef8-8ce9-70c57b46c647.SHOGQAZDZPHFMMAG.SEARCH&ppt=None&ppn=None&ssid=h83az8gkvk0000001741790470129&qH=12daa41359850f83
5,PUMA,Dwane IDP Casuals For Men,"₹1,650",4.2,"1,10,177 ratings and 11,365 reviews",https://www.flipkart.com/puma-dwane-idp-casuals-men/p/itmfhusefmarjjgz?pid=SHOFHURJZKZG5DAF&lid=LSTSHOFHURJZKZG5DAF8ZMHZL&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=ae496d4e-9be2-4ef8-8ce9-70c57b46c647.SHOFHURJZKZG5DAF.SEARCH&ppt=None&ppn=None&ssid=h83az8gkvk0000001741790470129&qH=12daa41359850f83
6,PUMA,Puma Alfarun Hyperwave Sneakers For Men,"₹1,485",4.1,"2,507 ratings and 162 reviews",https://www.flipkart.com/puma-alfarun-hyperwave-sneakers-men/p/itma0cc33b0b33cc?pid=SHOGVCWKUWUYXBZB&lid=LSTSHOGVCWKUWUYXBZBP8WEZT&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=ae496d4e-9be2-4ef8-8ce9-70c57b46c647.SHOGVCWKUWUYXBZB.SEARCH&ppt=None&ppn=None&ssid=h83az8gkvk0000001741790470129&qH=12daa41359850f83
7,PUMA,Dwane IDP Casuals For Men,"₹1,007",4.2,"1,10,177 ratings and 11,365 reviews",https://www.flipkart.com/puma-dwane-idp-casuals-men/p/itmfhusedzvdjwhe?pid=SHOFHURGMTVQ7CVW&lid=LSTSHOFHURGMTVQ7CVWJ1CUUD&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=ae496d4e-9be2-4ef8-8ce9-70c57b46c647.SHOFHURGMTVQ7CVW.SEARCH&ppt=None&ppn=None&ssid=h83az8gkvk0000001741790470129&qH=12daa41359850f83
8,PUMA,Fire run Running Shoes For Men,"₹2,255",4,"12,577 ratings and 902 reviews",https://www.flipkart.com/puma-fire-run-running-shoes-men/p/itmb8344ec58d9b3?pid=SHOG8VF7JGXBXDXD&lid=LSTSHOG8VF7JGXBXDXD5AJWCL&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=ae496d4e-9be2-4ef8-8ce9-70c57b46c647.SHOG8VF7JGXBXDXD.SEARCH&ppt=None&ppn=None&ssid=h83az8gkvk0000001741790470129&qH=12daa41359850f83
9,PUMA,Propelix Sneakers For Men,"₹1,007",4.1,"1,113 ratings and 86 reviews",https://www.flipkart.com/puma-propelix-sneakers-men/p/itm0bbc5a2266fb4?pid=SHOHFYRG3SHDYNTK&lid=LSTSHOHFYRG3SHDYNTKOPKI2Q&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=7ef0dbde-b977-4b72-b00f-4b1ebc35e020.SHOHFYRG3SHDYNTK.SEARCH&ppt=None&ppn=None&ssid=7uxj2xygww0000001741790474792&qH=12daa41359850f83
10,PUMA,Vis2K Casuals For Men,"₹3,440",4.3,300 ratings and 25 reviews,https://www.flipkart.com/puma-vis2k-casuals-men/p/itm858af984afbf9?pid=SHOHFYR4H4VDDRZZ&lid=LSTSHOHFYR4H4VDDRZZIE1STM&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=7ef0dbde-b977-4b72-b00f-4b1ebc35e020.SHOHFYR4H4VDDRZZ.SEARCH&ppt=None&ppn=None&ssid=7uxj2xygww0000001741790474792&qH=12daa41359850f83
11,PUMA,Zod Runner V3 IDP Casuals For Men,"₹1,007",4.1,"2,92,741 ratings and 24,087 reviews",https://www.flipkart.com/puma-zod-runner-v3-idp-casuals-men/p/itm04496c8966af0?pid=SHOFUFGSQG3GVV8K&lid=LSTSHOFUFGSQG3GVV8KM8NQSE&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_2_49&otracker=search&otracker1=search&fm=organic&iid=7ef0dbde-b977-4b72-b00f-4b1ebc35e020.SHOFUFGSQG3GVV8K.SEARCH&ppt=None&ppn=None&ssid=7uxj2xygww0000001741790474792&qH=12daa41359850f83
12,PUMA,Hypnotic Sneakers For Men,"₹5,249",4.2,600 ratings and 29 reviews,https://www.flipkart.com/puma-hypnotic-sneakers-men/p/itm60e7ab51081cc?pid=SHOGYBGDNDHYSMKN&lid=LSTSHOGYBGDNDHYSMKNLUCPPI&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_2_55&otracker=search&otracker1=search&fm=organic&iid=7ef0dbde-b977-4b72-b00f-4b1ebc35e020.SHOGYBGDNDHYSMKN.SEARCH&ppt=None&ppn=None&ssid=7uxj2xygww0000001741790474792&qH=12daa41359850f83
13,ADIDAS,GlideEase M Running Shoes For Men,"₹1,514",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_2_57&otracker=search&otracker1=search&fm=organic&iid=en_DlCWoaQVwNm47-yf00rORZfZYLA2gibUQdfa6WTxMRJjD3EUA5B4xueAf5aFYhJtSN-lKwjwgraD53kB-vLGKA%3D%3D&ppt=None&ppn=None&ssid=7uxj2xygww0000001741790474792&qH=12daa41359850f83
14,PUMA,Coarse Sneakers For Men,"₹2,799",4.1,"5,983 ratings and 349 reviews",https://www.flipkart.com/puma-coarse-sneakers-men/p/itm3e0d4449877d8?pid=SHOGMYD2GNHG3HNW&lid=LSTSHOGMYD2GNHG3HNWQTGRZC&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_2_61&otracker=search&otracker1=search&fm=organic&iid=en_DlCWoaQVwNm47-yf00rORZfZYLA2gibUQdfa6WTxMRJDAtVoCB2iBzMYAjr-BIC0TWUxhNJvYoh4Fkg6-c_T8A%3D%3D&ppt=None&ppn=None&ssid=7uxj2xygww0000001741790474792&qH=12daa41359850f83
15,PUMA,BMW Motorsport Drift Cat 5 Ultra Motorsport Shoes For Men,"₹1,850",4.3,"1,689 ratings and 166 reviews",https://www.flipkart.com/puma-bmw-motorsport-drift-cat-5-ultra-shoes-men/p/itmfcytwzstvsznj?pid=SHOFCYGKK3YZYZSM&lid=LSTSHOFCYGKK3YZYZSMXLPWA0&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_2_71&otracker=search&otracker1=search&fm=organic&iid=en_DlCWoaQVwNm47-yf00rORZfZYLA2gibUQdfa6WTxMRKOE9WRWQE2r8e9KXA4MsXPAYEP1Pmi57ACg_NBFZP30kKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=7uxj2xygww0000001741790474792&qH=12daa41359850f83
16,PUMA,Foam Stride Sneakers For Men,"₹3,800",3.9,"8,010 ratings and 534 reviews",https://www.flipkart.com/puma-foam-stride-sneakers-men/p/itm3fbc1defc5ec1?pid=SHOGMYD3QGYZ8KGB&lid=LSTSHOGMYD3QGYZ8KGBOKCDKO&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_2_75&otracker=search&otracker1=search&fm=organic&iid=7ef0dbde-b977-4b72-b00f-4b1ebc35e020.SHOGMYD3QGYZ8KGB.SEARCH&ppt=None&ppn=None&ssid=7uxj2xygww0000001741790474792&qH=12daa41359850f83
17,REEBOK,Mercedes-AMG Petronas F1 Neo Cat 2.0 Casuals For Men,"₹1,455",4.3,"1,697 ratings and 93 reviews",https://www.flipkart.com/puma-mercedes-amg-petronas-f1-neo-cat-2-0-casuals-men/p/itm9eb478d25e185?pid=SHOHFYQPEAJTYTMB&lid=LSTSHOHFYQPEAJTYTMBLOQWLV&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_2_79&otracker=search&otracker1=search&fm=organic&iid=7ef0dbde-b977-4b72-b00f-4b1ebc35e020.SHOHFYQPEAJTYTMB.SEARCH&ppt=None&ppn=None&ssid=7uxj2xygww0000001741790474792&qH=12daa41359850f83
18,PUMA,School sport 2.0 M Running Shoes For Men,"₹3,040",4.2,598 ratings and 57 reviews,https://www.flipkart.com/reebok-school-sport-2-0-m-running-shoes-men/p/itmc570636aeff8a?pid=SHOGHXXF3GJ44H2T&lid=LSTSHOGHXXF3GJ44H2TZ1W2L9&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_3_88&otracker=search&otracker1=search&fm=organic&iid=en_liNhKmr-NUAMpGsmqmaK8IiUOFO6-xKwG5lWpWvdALv2399HCviUz_biFVGwlTOAiP8tjsICnk7UK32vpjOV1Q%3D%3D&ppt=None&ppn=None&ssid=vhw5r1tzi80000001741790479790&qH=12daa41359850f83
19,PUMA,Dwane IDP Casuals For Men,"₹2,699",4.2,"1,10,177 ratings and 11,365 reviews",https://www.flipkart.com/puma-dwane-idp-casuals-men/p/itmfhusexszywwkc?pid=SHOFHURJVE2GBXHH&lid=LSTSHOFHURJVE2GBXHHYGGLCE&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_3_96&otracker=search&otracker1=search&fm=organic&iid=f24fbec8-856a-4d7d-9133-f0330d7b6c6e.SHOFHURJVE2GBXHH.SEARCH&ppt=None&ppn=None&ssid=vhw5r1tzi80000001741790479790&qH=12daa41359850f83
20,REEBOK,COMFORT WANDRER M Walking Shoes For Men,"₹1,764",4.1,941 ratings and 78 reviews,https://www.flipkart.com/reebok-comfort-wandrer-m-walking-shoes-men/p/itm671fa9cb64854?pid=SHOGEUFGQYQ6PUQY&lid=LSTSHOGEUFGQYQ6PUQYUAYRJ6&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_3_97&otracker=search&otracker1=search&fm=organic&iid=en_liNhKmr-NUAMpGsmqmaK8IiUOFO6-xKwG5lWpWvdALt8DGBR9AdDU8tTv3H4OXDji9XpfwA-RF5vPb5mlArERA%3D%3D&ppt=None&ppn=None&ssid=vhw5r1tzi80000001741790479790&qH=12daa41359850f83
21,ADIDAS,FAIR WEATHER 2.0 M Training & Gym Shoes For Men,"₹1,740",No Rating,No Reviews,https://www.flipkart.com/reebok-fair-weather-2-0-m-training-gym-shoes-men/p/itm17858c0fb111b?pid=SHOH8P6PKNWETHGD&lid=LSTSHOH8P6PKNWETHGDMQ3OVT&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_3_102&otracker=search&otracker1=search&fm=organic&iid=en_liNhKmr-NUAMpGsmqmaK8IiUOFO6-xKwG5lWpWvdALtkEyzqUjuj7JQwdhBQuvihCeP56GRwj6DlnX5GLDCkAE4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=vhw5r1tzi80000001741790479790&qH=12daa41359850f83
22,PUMA,Coarse Sneakers For Men,"₹1,260",4.1,"5,983 ratings and 349 reviews",https://www.flipkart.com/puma-coarse-sneakers-men/p/itm3e0d4449877d8?pid=SHOGMYD2GNHG3HNW&lid=LSTSHOGMYD2GNHG3HNWQTGRZC&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_3_107&otracker=search&otracker1=search&fm=organic&iid=en_liNhKmr-NUAMpGsmqmaK8IiUOFO6-xKwG5lWpWvdALt_b8yoC2e1taidUvEp3M8Qy88jESOOcC75lgXQUmfViIQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=vhw5r1tzi80000001741790479790&qH=12daa41359850f83
23,PUMA,SkateCat Ride Sneakers For Men,₹950,4.1,858 ratings and 52 reviews,https://www.flipkart.com/puma-skatecat-ride-sneakers-men/p/itmb140552d2c714?pid=SHOH33SEYV9ZHNX6&lid=LSTSHOH33SEYV9ZHNX6FCUVKA&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_3_110&otracker=search&otracker1=search&fm=organic&iid=f24fbec8-856a-4d7d-9133-f0330d7b6c6e.SHOH33SEYV9ZHNX6.SEARCH&ppt=None&ppn=None&ssid=vhw5r1tzi80000001741790479790&qH=12daa41359850f83
24,PUMA,SkateCat Ride Sneakers For Men,"₹2,879",4.1,858 ratings and 52 reviews,https://www.flipkart.com/puma-skatecat-ride-sneakers-men/p/itm4312f59fee0e1?pid=SHOH33SEP4P8R7VZ&lid=LSTSHOH33SEP4P8R7VZV79MLP&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_3_116&otracker=search&otracker1=search&fm=organic&iid=f24fbec8-856a-4d7d-9133-f0330d7b6c6e.SHOH33SEP4P8R7VZ.SEARCH&ppt=None&ppn=None&ssid=vhw5r1tzi80000001741790479790&qH=12daa41359850f83
25,PUMA,BMW Motorsport Drift Cat 5 Ultra Motorsport Shoes For Men,"₹5,999",4.3,"1,689 ratings and 166 reviews",https://www.flipkart.com/puma-bmw-motorsport-drift-cat-5-ultra-shoes-men/p/itmfcytwzstvsznj?pid=SHOFCYGKK3YZYZSM&lid=LSTSHOFCYGKK3YZYZSMXLPWA0&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_3_118&otracker=search&otracker1=search&fm=organic&iid=en_liNhKmr-NUAMpGsmqmaK8IiUOFO6-xKwG5lWpWvdALtTapNruiXRGjD4-V7myDuIAYEP1Pmi57ACg_NBFZP30mVkv0XZFiOX7bbXdlao_f8%3D&ppt=None&ppn=None&ssid=vhw5r1tzi80000001741790479790&qH=12daa41359850f83
26,PUMA,Puma Mile on Running Shoes For Men,"₹1,595",4.2,"1,171 ratings and 90 reviews",https://www.flipkart.com/puma-mile-running-shoes-men/p/itm90f6c98921648?pid=SHOGUTXZ82T4RH74&lid=LSTSHOGUTXZ82T4RH74VRROEQ&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_4_125&otracker=search&otracker1=search&fm=organic&iid=c3de968b-7fcb-4f65-a96f-ce62f3c7e857.SHOGUTXZ82T4RH74.SEARCH&ppt=None&ppn=None&ssid=mjnv5bbz6o0000001741790484780&qH=12daa41359850f83
27,PUMA,CyclonitePro Res Running Shoes For Men,"₹3,040",4.2,"1,867 ratings and 151 reviews",https://www.flipkart.com/puma-cyclonitepro-res-running-shoes-men/p/itm9e144f6f801c7?pid=SHOHFYRGGHZNMWPR&lid=LSTSHOHFYRGGHZNMWPRCQNMXL&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_4_130&otracker=search&otracker1=search&fm=organic&iid=c3de968b-7fcb-4f65-a96f-ce62f3c7e857.SHOHFYRGGHZNMWPR.SEARCH&ppt=None&ppn=None&ssid=mjnv5bbz6o0000001741790484780&qH=12daa41359850f83
28,PUMA,Zod Runner V3 Wn s IDP Sneakers For Women,"₹1,900",4.3,"25,521 ratings and 2,191 reviews",https://www.flipkart.com/puma-zod-runner-v3-wn-s-idp-sneakers-women/p/itmfb116985c5c62?pid=SHOFUFGRQZGTST6G&lid=LSTSHOFUFGRQZGTST6GXE6DAN&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_4_136&otracker=search&otracker1=search&fm=organic&iid=c3de968b-7fcb-4f65-a96f-ce62f3c7e857.SHOFUFGRQZGTST6G.SEARCH&ppt=None&ppn=None&ssid=mjnv5bbz6o0000001741790484780&qH=12daa41359850f83
29,ADIDAS,GlideEase M Running Shoes For Men,"₹1,514",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_4_137&otracker=search&otracker1=search&fm=organic&iid=en_n5P1C-8O0GUax2q31PqkwxxQJ26IXE6xxLMGM88csS9lhclZKlNPIYNeFT_5mZfySN-lKwjwgraD53kB-vLGKA%3D%3D&ppt=None&ppn=None&ssid=mjnv5bbz6o0000001741790484780&qH=12daa41359850f83
30,PUMA,Coarse Sneakers For Men,"₹2,799",4.1,"5,983 ratings and 349 reviews",https://www.flipkart.com/puma-coarse-sneakers-men/p/itm3e0d4449877d8?pid=SHOGMYD2GNHG3HNW&lid=LSTSHOGMYD2GNHG3HNWQTGRZC&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_4_141&otracker=search&otracker1=search&fm=organic&iid=en_n5P1C-8O0GUax2q31PqkwxxQJ26IXE6xxLMGM88csS9-qmb_wRz3a2h2ER2I8boSTWUxhNJvYoh4Fkg6-c_T8A%3D%3D&ppt=None&ppn=None&ssid=mjnv5bbz6o0000001741790484780&qH=12daa41359850f83
31,PUMA,Puma Levyrun IDP Running Shoes For Men,"₹2,280",4.1,230 ratings and 15 reviews,https://www.flipkart.com/puma-levyrun-idp-running-shoes-men/p/itmb6633521c4e13?pid=SHOGQAZDEKSAXJ2N&lid=LSTSHOGQAZDEKSAXJ2NDAT9TO&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_4_150&otracker=search&otracker1=search&fm=organic&iid=c3de968b-7fcb-4f65-a96f-ce62f3c7e857.SHOGQAZDEKSAXJ2N.SEARCH&ppt=None&ppn=None&ssid=mjnv5bbz6o0000001741790484780&qH=12daa41359850f83
32,PUMA,Dexster Slip On IDP Sneakers For Men,"₹1,520",3.8,"3,405 ratings and 230 reviews",https://www.flipkart.com/puma-dexster-slip-idp-sneakers-men/p/itma98de92b2cc38?pid=SHOFNU2WJUR8VMUP&lid=LSTSHOFNU2WJUR8VMUPMYSAPB&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_4_153&otracker=search&otracker1=search&fm=organic&iid=c3de968b-7fcb-4f65-a96f-ce62f3c7e857.SHOFNU2WJUR8VMUP.SEARCH&ppt=None&ppn=None&ssid=mjnv5bbz6o0000001741790484780&qH=12daa41359850f83
33,REEBOK,Glory Sneakers For Men,"₹1,455",4.2,"6,104 ratings and 416 reviews",https://www.flipkart.com/puma-glory-sneakers-men/p/itm3c9ce144bb06c?pid=SHOG8VF7YHHZDTVW&lid=LSTSHOG8VF7YHHZDTVWD62XGY&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_4_160&otracker=search&otracker1=search&fm=organic&iid=c3de968b-7fcb-4f65-a96f-ce62f3c7e857.SHOG8VF7YHHZDTVW.SEARCH&ppt=None&ppn=None&ssid=mjnv5bbz6o0000001741790484780&qH=12daa41359850f83
34,PUMA,Rungryp Running Shoes For Men,"₹1,007",4.1,"42,556 ratings and 2,789 reviews",https://www.flipkart.com/puma-rungryp-running-shoes-men/p/itmb51dba70b88f1?pid=SHOHFYRGJXVXGEAH&lid=LSTSHOHFYRGJXVXGEAHME58HQ&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_5_164&otracker=search&otracker1=search&fm=organic&iid=edf01bf9-c1a3-4641-bf49-f20a0492222c.SHOHFYRGJXVXGEAH.SEARCH&ppt=None&ppn=None&ssid=1reco2uu9c0000001741790489710&qH=12daa41359850f83
35,PUMA,SkateCat Pro Sneakers For Men,"₹1,444",4.1,"1,964 ratings and 147 reviews",https://www.flipkart.com/puma-skatecat-pro-sneakers-men/p/itmd6ff7e01a68e8?pid=SHOH33SEYH86SQ5A&lid=LSTSHOH33SEYH86SQ5A1QOCX3&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_5_165&otracker=search&otracker1=search&fm=organic&iid=edf01bf9-c1a3-4641-bf49-f20a0492222c.SHOH33SEYH86SQ5A.SEARCH&ppt=None&ppn=None&ssid=1reco2uu9c0000001741790489710&qH=12daa41359850f83
36,PUMA,Puma Static Casuals For Men,"₹1,160",4,"3,119 ratings and 152 reviews",https://www.flipkart.com/puma-static-casuals-men/p/itmc8a13ad8c209a?pid=SHOGQAN7GZ5GKTJK&lid=LSTSHOGQAN7GZ5GKTJKZXP1B4&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_5_169&otracker=search&otracker1=search&fm=organic&iid=edf01bf9-c1a3-4641-bf49-f20a0492222c.SHOGQAN7GZ5GKTJK.SEARCH&ppt=None&ppn=None&ssid=1reco2uu9c0000001741790489710&qH=12daa41359850f83
37,PUMA,NovaRush Casuals For Men,"₹1,007",4.1,71 ratings and 6 reviews,https://www.flipkart.com/puma-novarush-casuals-men/p/itm227a342292342?pid=SHOHFYRGRGGHJFTV&lid=LSTSHOHFYRGRGGHJFTVPWRDEX&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_5_174&otracker=search&otracker1=search&fm=organic&iid=edf01bf9-c1a3-4641-bf49-f20a0492222c.SHOHFYRGRGGHJFTV.SEARCH&ppt=None&ppn=None&ssid=1reco2uu9c0000001741790489710&qH=12daa41359850f83
38,ADIDAS,GlideEase M Running Shoes For Men,"₹1,514",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_5_177&otracker=search&otracker1=search&fm=organic&iid=en_YJSFrbfw_9fD3JF7EFjoFaZ2THeVwOFecE-EuPDu-fMM0fMUtEhzbKSoDKEOfHuuSN-lKwjwgraD53kB-vLGKA%3D%3D&ppt=None&ppn=None&ssid=1reco2uu9c0000001741790489710&qH=12daa41359850f83
39,PUMA,Coarse Sneakers For Men,"₹2,799",4.1,"5,983 ratings and 349 reviews",https://www.flipkart.com/puma-coarse-sneakers-men/p/itm3e0d4449877d8?pid=SHOGMYD2GNHG3HNW&lid=LSTSHOGMYD2GNHG3HNWQTGRZC&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_5_181&otracker=search&otracker1=search&fm=organic&iid=en_YJSFrbfw_9fD3JF7EFjoFaZ2THeVwOFecE-EuPDu-fO733HY0Yq9-6Iz-srAgOnKTWUxhNJvYoh4Fkg6-c_T8A%3D%3D&ppt=None&ppn=None&ssid=1reco2uu9c0000001741790489710&qH=12daa41359850f83
40,PUMA,Puma Humble IDP Sneakers For Men,"₹1,180",4,"4,333 ratings and 331 reviews",https://www.flipkart.com/puma-humble-idp-sneakers-men/p/itmc2d8d318cbb34?pid=SHOG5352H7QMQKWA&lid=LSTSHOG5352H7QMQKWAQ4CRZK&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_5_186&otracker=search&otracker1=search&fm=organic&iid=edf01bf9-c1a3-4641-bf49-f20a0492222c.SHOG5352H7QMQKWA.SEARCH&ppt=None&ppn=None&ssid=1reco2uu9c0000001741790489710&qH=12daa41359850f83
41,PUMA,Hustle V2 IDP Casuals For Men,"₹1,320",4.1,"1,73,083 ratings and 13,793 reviews",https://www.flipkart.com/puma-hustle-v2-idp-casuals-men/p/itm0a2e21e25e27c?pid=SHOG4JEYNZSDJFFT&lid=LSTSHOG4JEYNZSDJFFTUKY6CQ&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_5_189&otracker=search&otracker1=search&fm=organic&iid=edf01bf9-c1a3-4641-bf49-f20a0492222c.SHOG4JEYNZSDJFFT.SEARCH&ppt=None&ppn=None&ssid=1reco2uu9c0000001741790489710&qH=12daa41359850f83
42,PUMA,Puma knit V3 Sneakers For Men,"₹4,499",4.1,"4,911 ratings and 304 reviews",https://www.flipkart.com/puma-knit-v3-sneakers-men/p/itmab52b4a12bde4?pid=SHOGDRGNHF9WPHD8&lid=LSTSHOGDRGNHF9WPHD8KU7XTR&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_5_194&otracker=search&otracker1=search&fm=organic&iid=edf01bf9-c1a3-4641-bf49-f20a0492222c.SHOGDRGNHF9WPHD8.SEARCH&ppt=None&ppn=None&ssid=1reco2uu9c0000001741790489710&qH=12daa41359850f83
43,PUMA,Cricket Scorer Cricket Shoes For Men,"₹1,007",4,177 ratings and 8 reviews,https://www.flipkart.com/puma-cricket-scorer-shoes-men/p/itmcd9bdccad130b?pid=SHOH33SET8ZHSWED&lid=LSTSHOH33SET8ZHSWEDPFOTBG&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_6_203&otracker=search&otracker1=search&fm=organic&iid=ec2b3887-ec3a-4ecf-a850-d6bbb80cc7ff.SHOH33SET8ZHSWED.SEARCH&ppt=None&ppn=None&ssid=jxndycxfu80000001741790494758&qH=12daa41359850f83
44,PUMA,X-Ray Declan One8 Sneakers For Men,"₹1,900",4.1,"1,040 ratings and 38 reviews",https://www.flipkart.com/puma-x-ray-declan-one8-sneakers-men/p/itmae61228fea53d?pid=SHOGYFGQZTZYZGXW&lid=LSTSHOGYFGQZTZYZGXWF79ODF&marketplace=FLIPKART&q=puma+shoes&store=osp&srno=s_6_205&otracker=search&otracker1=search&fm=organic&iid=ec2b3887-ec3a-4ecf-a850-d6bbb80cc7ff.SHOGYFGQZTZYZGXW.SEARCH&ppt=None&ppn=None&ssid=jxndycxfu80000001741790494758&qH=12daa41359850f83
