product_name,price,rating,number_of_reviews,product_url
Women's Dogs N Cats Print Slippers,399,N/A,N/A,https://www.bewakoof.com/p/freeco-womens-dogs-n-cats-print-slippers-women-multicolor
Namasthe Beaches Maroon Vest,419,4.8,1 reviews,https://www.bewakoof.com/p/bushirt-namasthe-beaches-maroon-vest
Women's Black Welcome Slippers & Flip Flops,349,4.5,2 reviews,https://www.bewakoof.com/p/pampy-angel-welcome-black-slipper-slides-flipflops-for-women
Men's Black Regular Fit Joggers,629,4.4,1 reviews,https://www.bewakoof.com/p/campus-sutra-men-black-solid-regular-fit-joggers32
Men's Black Regular Fit Jacket,999,5,1 reviews,https://www.bewakoof.com/p/campus-sutra-mens-black-solid-jacket58
Men's Stylish Casual Shirt,524,N/A,N/A,https://www.bewakoof.com/p/campus-sutra-men-stylish-casual-shirt-ss21csmssrt257
Men's Black Colorblock Stylish Casual Hooded Sweatshirt,999,5,N/A,https://www.bewakoof.com/p/instafab-plus-men-colorblock-stylish-casual-hooded-sweastshirts
Men's White Graphic Design Stylish Full Sleeve Casual Shirt,899,4.7,3 reviews,https://www.bewakoof.com/p/instafab-plus-men-graphic-design-stylish-full-sleeve-casual-shirts
Men's Multicolor Striped Stylish Casual Shirt,999,4.9,1 reviews,https://www.bewakoof.com/p/instafab-plus-men-striped-stylish-casual-shirts
Men's Multicolor Striped Regular Fit Shirt,524,4.4,4 reviews,https://www.bewakoof.com/p/campus-sutra-mens-multicolor-striped-shirt17
Men's Green Slim Fit T-shirt,528,4.6,15 reviews,https://www.bewakoof.com/p/dillinger-green-solid-t-shirt
Men's Black Badboy Style Flip Flops & Sliders,349,4.6,1 reviews,https://www.bewakoof.com/p/pampy-angel-badboy-style-black-slipper-flipflops-slides-for-men
Men's Blue & White Striped Regular Fit Shirt,749,4.5,N/A,https://www.bewakoof.com/p/campus-sutra-mens-multicolor-striped-shirt14
Men's Brown Stylish Full Sleeve Casual Shirt,1099,N/A,N/A,https://www.bewakoof.com/p/instafab-plus-men-solid-stylish-full-sleeve-casual-shirts33
Men's Green Stylish Full Sleeve Casual Shirt,1099,5,N/A,https://www.bewakoof.com/p/instafab-plus-men-solid-stylish-full-sleeve-casual-shirts-men
